Date,KRW
2017-07-10,1149.45
2017-07-07,1154.32
2017-07-06,1157.38
2017-07-05,1150.4
2017-07-04,1150.65
2017-07-03,1146.82
2017-06-30,1144.14
2017-06-29,1141.25
2017-06-28,1143.9
2017-06-27,1136.6
2017-06-26,1137.06
2017-06-23,1138.85
2017-06-22,1141.07
2017-06-21,1144.02
2017-06-20,1135.48
2017-06-19,1132.65
2017-06-16,1134.18
2017-06-15,1124.16
2017-06-14,1123.93
2017-06-13,1128.27
2017-06-12,1127.3
2017-06-09,1123.16
2017-06-08,1122.05
2017-06-07,1124.01
2017-06-06,1117.22
2017-06-05,1118.26
2017-06-02,1121.88
2017-06-01,1121.97
2017-05-31,1119.65
2017-05-30,1125.25
2017-05-29,1122.03
2017-05-26,1120.82
2017-05-25,1116.52
2017-05-24,1126.3
2017-05-23,1124.05
2017-05-22,1118.6
2017-05-19,1126.91
2017-05-18,1124.54
2017-05-17,1118.1
2017-05-16,1115.95
2017-05-15,1123.56
2017-05-12,1127.45
2017-05-11,1127.88
2017-05-10,1135.88
2017-05-09,1139.24
2017-05-08,1131.45
2017-05-05,1140.07
2017-05-04,1132.75
2017-05-03,1131.15
2017-05-02,1130.63
2017-05-01,1137.9
2017-04-28,1137.65
2017-04-27,1130.05
2017-04-26,1125.32
2017-04-25,1125.45
2017-04-24,1130.05
2017-04-21,1134.3
2017-04-20,1139.8
2017-04-19,1140.15
2017-04-18,1142.38
2017-04-17,1137.9
2017-04-14,1139.9
2017-04-13,1129.8
2017-04-12,1141.55
2017-04-11,1145.85
2017-04-10,1142.38
2017-04-07,1134.45
2017-04-06,1133.25
2017-04-05,1124.25
2017-04-04,1121.95
2017-04-03,1115.35
2017-03-31,1118.45
2017-03-30,1117.4
2017-03-29,1114.3
2017-03-28,1113.16
2017-03-27,1112.95
2017-03-24,1122.65
2017-03-23,1122.49
2017-03-22,1123.3
2017-03-21,1120.23
2017-03-20,1120.18
2017-03-17,1131.77
2017-03-16,1132.06
2017-03-15,1143.57
2017-03-14,1148.81
2017-03-13,1144.25
2017-03-10,1157.4
2017-03-09,1158.04
2017-03-08,1145.57
2017-03-07,1146.26
2017-03-06,1157.82
2017-03-03,1156.25
2017-03-02,1141.65
2017-03-01,1144.27
2017-02-28,1130.28
2017-02-27,1133.73
2017-02-24,1131.09
2017-02-23,1137.54
2017-02-22,1142.39
2017-02-21,1146.28
2017-02-20,1147.52
2017-02-17,1146.31
2017-02-16,1141.64
2017-02-15,1142.18
2017-02-14,1137.43
2017-02-13,1151.9
2017-02-10,1150.97
2017-02-09,1146.13
2017-02-08,1147.16
2017-02-07,1144.13
2017-02-06,1137.9
2017-02-03,1147.7
2017-02-02,1146.95
2017-02-01,1158.21
2017-01-31,1161.31
2017-01-30,1176.01
2017-01-27,1171.07
2017-01-26,1159.65
2017-01-25,1166.09
2017-01-24,1165.86
2017-01-23,1165.55
2017-01-20,1169.14
2017-01-19,1177.5
2017-01-18,1166.64
2017-01-17,1174.43
2017-01-16,1182.03
2017-01-13,1174.98
2017-01-12,1184.72
2017-01-11,1196.2
2017-01-10,1194.57
2017-01-09,1208.3
2017-01-06,1193
2017-01-05,1186.17
2017-01-04,1206.35
2017-01-03,1203.45
2017-01-02,1208.03
